﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;Après 20h;466
LA-PLAINE-STADE-DE-FRANCE;87164798;DIM;2019-03-17;2019;B;B;De 10h à 16h;3618
ARGENTEUIL;87381848;SAM;2024-01-20;2024;J;J6;De 10h à 16h;4600
LE-PLESSIS-BELLEVILLE;87271551;JOB;2024-01-16;2024;K;K;De 16h à 20h;128
LARDY;87545160;SAM;2025-08-02;2025;C;C;Avant 6h;14
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;Avant 6h;65
SEVRAN-BEAUDOTTES;87271445;DIM;2019-03-24;2019;B;B;Après 20h;809
LAVILLETERTRE;87381202;SAM;2024-01-20;2024;J;J6;De 6h à 10h;7
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;L;L2;De 10h à 16h;1565
LES-ARDOINES;87492108;JOB;2025-06-02;2025;C;C;Après 20h;269
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 16h à 20h;2061
AVENUE-FOCH;87381038;JOB;2025-11-02;2025;C;C;De 10h à 16h;609
STAINS-LA-CERISAIE;87697334;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;574
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 6h à 10h;1634
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1839
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;De 10h à 16h;1186
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 10h à 16h;1278
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1790
TACOIGNIERES-RICHEBOURG;87393454;SAM;2024-01-20;2024;N;N;De 10h à 16h;82
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 6h à 10h;562
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;Après 20h;10
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2025-01-04;2025;J;J5;De 16h à 20h;72
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;Avant 6h;57
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 16h à 20h;207
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;392
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;JOB;2022-03-22;2022;E;E;De 10h à 16h;2193
BELLOY-SAINT-MARTIN;87276550;DIM;2024-01-21;2024;H;H;Après 20h;8
LES-ESSARTS-LE-ROI;87393280;DIM;2024-01-21;2024;N;N;Avant 6h;4
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;Avant 6h;45
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;327
TRAITE-DE-ROME;87746016;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;116
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2025-01-04;2025;J;J5;De 6h à 10h;420
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 10h à 16h;234
TRAITE-DE-ROME;87746016;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;53
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;Avant 6h;6
BOIS-COLOMBES;87381079;DIM;2024-01-21;2024;J;J4;Après 20h;287
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;Avant 6h;34
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;180
BELLEVUE;87393116;JOB;2024-01-16;2024;N;N;De 10h à 16h;596
TRAPPES;87393835;DIM;2024-04-28;2024;U;U;De 10h à 16h;477
LES-GRESILLONS;87272146;DIM;2025-09-02;2025;C;C;De 6h à 10h;250
BOULAINVILLIERS;87543181;JOB;2025-06-02;2025;C;C;Avant 6h;17
LES-PAVILLONS-SOUS-BOIS;87113852;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;118
LES-GRESILLONS;87272146;SAM;2025-08-02;2025;C;C;Après 20h;365
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 16h à 20h;1176
VAIRES-TORCY;87116293;DIM;2023-11-19;2023;P;P;De 10h à 16h;614
LES-PORTES-DE-SAINT-CYR;87710921;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;17
BOURAY;87545178;JOB;2025-06-02;2025;C;C;De 16h à 20h;484
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 6h à 10h;58
LES-SAULES;87546226;SAM;2025-08-02;2025;C;C;Avant 6h;12
BOURAY;87545178;SAM;2025-08-02;2025;C;C;De 10h à 16h;344
VALMONDOIS;87276535;SAM;2024-01-20;2024;H;H;De 16h à 20h;263
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;De 16h à 20h;143
BOIS-BRIARD;87746024;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;20
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;Avant 6h;73
LIANCOURT-SAINT-PIERRE;87381210;SAM;2024-01-20;2024;J;J6;De 10h à 16h;4
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;De 16h à 20h;15
VAUBOYEN;87393538;DIM;2025-09-02;2025;C;V;Après 20h;2
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;De 6h à 10h;509
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2025-08-02;2025;C;C;Après 20h;13
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;Avant 6h;15
LIMAY;87381582;DIM;2024-01-21;2024;J;J6;De 10h à 16h;309
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Avant 6h;64
VAUCELLES;87276626;SAM;2024-01-20;2024;H;H;De 6h à 10h;134
LIMAY;87381582;SAM;2024-01-20;2024;J;J6;Après 20h;46
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 10h à 16h;3288
LONGUEVILLE;87116137;SAM;2023-11-18;2023;P;P;Après 20h;77
LIZY-SUR-OURCQ;87116632;DIM;2023-09-17;2023;P;P;Après 20h;11
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Avant 6h;392
VAUCRESSON;87382267;JOB;2024-01-16;2024;L;L2;De 16h à 20h;903
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;De 6h à 10h;341
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;Après 20h;2
LUZARCHES;87276576;JOB;2024-01-16;2024;H;H;De 6h à 10h;324
LONGUEVILLE;87116137;JOB;2023-11-14;2023;P;P;De 16h à 20h;259
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;Après 20h;1
VAUX-SUR-SEINE;87381814;JOB;2024-01-16;2024;J;J6;De 6h à 10h;444
LOUVECIENNES;87382457;DIM;2024-01-21;2024;L;L2;Après 20h;46
BOURAY;87545178;SAM;2025-08-02;2025;C;C;De 16h à 20h;178
MAISONS-LAFFITTE;87386425;DIM;2022-11-20;2022;A;A;De 6h à 10h;593
LYCEE-HENRI-SELLIER;87988717;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;171
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 6h à 10h;29
MAISONS-LAFFITTE;87386425;DIM;2024-01-21;2024;L;L3;De 16h à 20h;287
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;De 10h à 16h;8114
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 6h à 10h;8
VERSAILLES-CHANTIERS;87393009;JOB;2025-06-02;2025;C;V;De 16h à 20h;1986
MAISONS-ALFORT-ALFORTVILLE;87681155;SAM;2024-02-03;2024;D;D;De 6h à 10h;2641
CERNAY;87276063;SAM;2024-01-20;2024;H;H;De 16h à 20h;304
MALESHERBES;87684415;JOB;2024-12-03;2024;D;D;De 6h à 10h;400
MAISONS-LAFFITTE;87386425;SAM;2022-11-19;2022;A;A;De 6h à 10h;1230
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;De 10h à 16h;3272
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;JOB;2025-06-02;2025;C;C;De 16h à 20h;3805
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;J;J6;Après 20h;69
CHARS;87381194;JOB;2024-01-16;2024;J;J6;Après 20h;2
VERT-GALANT;87271437;DIM;2019-03-24;2019;B;B;Après 20h;448
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;J;J6;Avant 6h;23
CHARS;87381194;SAM;2024-01-20;2024;J;J6;De 16h à 20h;41
MARLES-EN-BRIE;87116228;SAM;2023-11-18;2023;P;P;Après 20h;13
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;De 6h à 10h;68
CHAMPAGNE-SUR-SEINE;87682450;SAM;2024-01-20;2024;R;R;Après 20h;19
MASSY-VERRIERES;87383281;JOB;2025-06-02;2025;C;C;De 6h à 10h;399
MARCHEZAIS-BROUE;87393470;JOB;2024-01-16;2024;N;N;Avant 6h;8
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;Après 20h;87
VIARMES;87276568;DIM;2024-01-21;2024;H;H;De 6h à 10h;20
MAREUIL-SUR-OURCQ;87116665;DIM;2023-09-17;2023;P;P;De 10h à 16h;28
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 6h à 10h;134
MASSY-VERRIERES;87383281;SAM;2025-08-02;2025;C;C;De 10h à 16h;134
MARLES-EN-BRIE;87116228;JOB;2023-11-14;2023;P;P;Après 20h;12
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-23;2024;U;U;De 10h à 16h;114
VIGNEUX-SUR-SEINE;87681304;SAM;2024-02-03;2024;D;D;Après 20h;403
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;De 10h à 16h;255
CHAVILLE-VELIZY;87393173;DIM;2025-09-02;2025;C;C;Après 20h;81
MAURECOURT;87381483;DIM;2024-01-21;2024;J;J6;De 10h à 16h;230
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;De 16h à 20h;140
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 6h à 10h;696
MAURECOURT;87381483;SAM;2024-01-20;2024;J;J6;De 16h à 20h;141
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;Avant 6h;12
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 6h à 10h;526
VILLEPARISIS-MITRY-LE-NEUF;87271510;DIM;2019-03-17;2019;B;B;De 10h à 16h;1397
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;841
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 16h à 20h;190
MELUN;87682005;SAM;2024-01-20;2024;R;R;Après 20h;1172
MASSY-PALAISEAU;87393579;JOB;2025-06-02;2025;C;C;Après 20h;56
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;Avant 6h;2
VILLETANEUSE-UNIVERSITE;87697318;DIM;2021-11-21;2021;T11;T11;De 6h à 10h;158
MAULE;87381723;SAM;2024-01-20;2024;N;N;De 6h à 10h;56
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;De 16h à 20h;4535
MERIEL;87276675;SAM;2024-01-20;2024;H;H;De 16h à 20h;99
MELUN;87682005;JOB;2024-01-16;2024;R;R;De 10h à 16h;4007
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;99
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;JOB;2024-05-03;2024;D;D;De 10h à 16h;5118
MENNECY;87681411;DIM;2024-03-03;2024;D;D;De 16h à 20h;173
CLAMART;87391565;JOB;2024-01-16;2024;N;N;De 16h à 20h;1038
COUILLY-SAINT-GERMAIN-QUINCY;87116731;JOB;2023-09-19;2023;P;P;De 10h à 16h;40
MENNECY;87681411;JOB;2024-12-03;2024;D;D;De 6h à 10h;877
CLAMART;87391565;JOB;2024-01-16;2024;N;N;De 6h à 10h;1903
MITRY-CLAYE;87271528;JOB;2023-10-10;2023;B;B;Avant 6h;90
MERY-SUR-OISE;87276667;SAM;2024-01-20;2024;H;H;Après 20h;46
COIGNIERES;87393272;DIM;2024-01-21;2024;N;N;De 16h à 20h;125
CREIL;87276006;JOB;2024-05-03;2024;D;D;De 16h à 20h;63
MEUDON;87393108;DIM;2024-01-21;2024;N;N;Après 20h;90
COIGNIERES;87393272;JOB;2024-01-16;2024;N;N;De 6h à 10h;454
MONTGERON-CROSNE;87682104;DIM;2024-03-03;2024;D;D;Avant 6h;27
MITRY-CLAYE;87271528;DIM;2019-03-17;2019;B;B;De 6h à 10h;186
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;Avant 6h;113
CREPY-EN-VALOIS;87271593;DIM;2024-01-21;2024;K;K;De 6h à 10h;53
MONTEREAU;87682302;DIM;2024-01-21;2024;R;R;De 6h à 10h;518
CHEMIN-D'ANTONY;87546317;JOB;2025-04-02;2025;C;C;Avant 6h;9
MONTIGNY-SUR-LOING;87684100;DIM;2024-01-21;2024;R;R;Avant 6h;4
MONTIGNY-BEAUCHAMP;87276089;JOB;2025-06-02;2025;C;C;Après 20h;153
COIGNIERES;87393272;DIM;2024-01-21;2024;N;N;Après 20h;39
DEUIL-MONTMAGNY;87276345;DIM;2024-01-21;2024;H;H;De 16h à 20h;660
MONTREUIL;87382879;SAM;2024-01-20;2024;L;L2;Avant 6h;18
COIGNIERES;87393272;SAM;2024-01-20;2024;N;N;De 10h à 16h;236
MONTSOULT-MAFFLIERS;87276493;SAM;2024-01-20;2024;H;H;De 16h à 20h;237
MONTRY-CONDE;87116400;DIM;2023-09-17;2023;P;P;De 16h à 20h;22
COULOMMIERS;87116301;JOB;2023-11-14;2023;P;P;Après 20h;48
ENGHIEN-LES-BAINS;87276022;JOB;2024-01-16;2024;H;H;De 16h à 20h;3175
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;De 16h à 20h;15
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;Après 20h;8
NANGIS;87116095;SAM;2023-11-18;2023;P;P;Après 20h;41
MONTSOULT-MAFFLIERS;87276493;SAM;2024-01-20;2024;H;H;Avant 6h;34
CONFLANS-FIN-D'OISE;87381459;SAM;2022-11-19;2022;A;A;De 6h à 10h;717
EPINAY-SUR-SEINE;87271148;DIM;2025-09-02;2025;C;C;Avant 6h;42
MORET-VENEUX-LES-SABLONS;87682278;JOB;2024-01-16;2024;R;R;Avant 6h;70
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;De 10h à 16h;1665
NANTERRE-UNIVERSITE;87386318;DIM;2024-01-21;2024;L;L3;De 10h à 16h;1145
MORMANT;87116087;JOB;2023-11-14;2023;P;P;De 16h à 20h;102
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L3;De 6h à 10h;305
EPONE-MEZIERES;87386763;DIM;2021-05-12;2021;J;J5;Avant 6h;5
MORTCERF;87116244;DIM;2023-11-19;2023;P;P;De 10h à 16h;33
DAMMARTIN-JUILLY-SAINT-MARD;87271536;DIM;2024-01-21;2024;K;K;De 10h à 16h;19
NEUILLY-PORTE-MAILLOT;87381020;SAM;2025-08-02;2025;C;C;Avant 6h;10
MORTCERF;87116244;JOB;2023-11-14;2023;P;P;De 16h à 20h;33
CREIL;87276006;DIM;2024-03-03;2024;D;D;Avant 6h;109
NEUVILLE-UNIVERSITE;87334482;JOB;2024-01-16;2024;L;L3;Après 20h;15
MUSEE-D'ORSAY;87547307;JOB;2025-06-02;2025;C;C;Après 20h;787
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;98
NOGENT-L'ARTAUD-CHARLY;87116566;SAM;2023-09-16;2023;P;P;De 6h à 10h;98
NANTEUIL-LE-HAUDOUIN;87271577;JOB;2024-01-16;2024;K;K;De 10h à 16h;44
DOMONT;87276436;SAM;2024-01-20;2024;H;H;De 10h à 16h;956
ERAGNY-NEUVILLE;87381418;DIM;2024-01-21;2024;J;J6;De 10h à 16h;296
NEUILLY-PORTE-MAILLOT;87381020;JOB;2025-11-02;2025;C;C;De 6h à 10h;1655
CROUY-SUR-OURCQ;87116640;SAM;2023-09-16;2023;P;P;Après 20h;7
NOISY-LE-SEC;87113217;JOB;2022-03-22;2022;E;E;Après 20h;1375
NEUILLY-PORTE-MAILLOT;87381020;SAM;2025-08-02;2025;C;C;Après 20h;809
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;Après 20h;398
ERMONT-EAUBONNE;87276055;DIM;2024-01-21;2024;J;J4;De 6h à 10h;635
NEUVILLE-UNIVERSITE;87334482;SAM;2022-11-19;2022;A;A;De 10h à 16h;1102
CONFLANS-FIN-D'OISE;87381459;DIM;2022-11-20;2022;A;A;De 10h à 16h;1080
ERMONT-EAUBONNE;87276055;DIM;2025-09-02;2025;C;C;Avant 6h;20
NEZEL-AULNAY;87381731;SAM;2024-01-20;2024;N;N;De 10h à 16h;43
DEUIL-MONTMAGNY;87276345;JOB;2024-01-16;2024;H;H;De 16h à 20h;992
ORRY-LA-VILLE-COYE;87276279;DIM;2024-03-03;2024;D;D;De 10h à 16h;148
NEZEL-AULNAY;87381731;SAM;2024-01-20;2024;N;N;De 6h à 10h;18
DEUIL-MONTMAGNY;87276345;JOB;2024-01-16;2024;H;H;De 6h à 10h;2474
PARC-DES-EXPOSITIONS;87271486;DIM;2019-03-24;2019;B;B;De 16h à 20h;424
NOGENT-L'ARTAUD-CHARLY;87116566;DIM;2023-09-17;2023;P;P;De 6h à 10h;36
CONFLANS-FIN-D'OISE;87381459;SAM;2024-01-20;2024;J;J6;Avant 6h;8
ETRECHY;87545145;DIM;2025-09-02;2025;C;C;Après 20h;13
NOGENT-LE-PERREUX;87113746;DIM;2022-03-20;2022;E;E;De 6h à 10h;263
EPINAY-SUR-ORGE;87545228;DIM;2025-09-02;2025;C;C;Après 20h;159
EVRY-COURCOURONNES;87681387;DIM;2024-01-12;2024;T12;T12;Après 20h;231
NOGENT-LE-PERREUX;87113746;JOB;2022-03-22;2022;E;E;De 6h à 10h;2197
DRANCY;87271403;SAM;2019-03-16;2019;B;B;Avant 6h;390
PARC-DU-CHATEAU;87745786;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;84
NOISY-LE-SEC;87113217;DIM;2022-03-20;2022;E;E;Avant 6h;139
DREUX;87393488;DIM;2024-01-21;2024;N;N;De 16h à 20h;376
FERRIERES-FONTENAY;87684241;JOB;2024-01-16;2024;R;R;De 16h à 20h;49
ORLY-VILLE;87546200;JOB;2025-11-02;2025;C;C;De 10h à 16h;935
DREUX;87393488;SAM;2024-01-20;2024;N;N;De 10h à 16h;496
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;Avant 6h;3328
ORLY-VILLE;87546200;JOB;2025-06-02;2025;C;C;De 6h à 10h;1513
EPINAY-VILLETANEUSE;87271122;JOB;2021-11-23;2021;T11;T11;Après 20h;377
FONTAINEBLEAU-AVON;87682211;JOB;2024-01-16;2024;R;R;Avant 6h;63
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;De 10h à 16h;5
COUILLY-SAINT-GERMAIN-QUINCY;87116731;JOB;2023-09-19;2023;P;P;De 6h à 10h;111
PARIS-GARE-DU-NORD;87271031;SAM;2024-02-03;2024;D;D;De 10h à 16h;29568
OSNY;87381145;SAM;2024-01-20;2024;J;J6;Après 20h;21
EPINAY-SUR-ORGE;87545228;DIM;2024-01-12;2024;T12;T12;Après 20h;97
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;De 6h à 10h;2602
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;Après 20h;69
EPINAY-SUR-SEINE;87271148;JOB;2025-06-02;2025;C;C;Avant 6h;186
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;DIM;2025-09-02;2025;C;C;Avant 6h;39
OZOIR-LA-FERRIERE;87116020;SAM;2022-03-19;2022;E;E;De 10h à 16h;655
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;De 10h à 16h;305
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L2;Avant 6h;109
PANTIN;87113209;DIM;2022-03-20;2022;E;E;De 6h à 10h;696
EPINAY-SUR-SEINE;87271148;SAM;2025-08-02;2025;C;C;De 16h à 20h;843
FREINVILLE-SEVRAN;87113894;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;1154
PARIS-GARE-DE-LYON;87686030;SAM;2024-01-20;2024;R;R;Après 20h;5007
ERMONT-HALTE;87276584;SAM;2024-01-20;2024;H;H;De 6h à 10h;181
PIERREFITTE-STAINS;87271163;DIM;2021-11-21;2021;T11;T11;Après 20h;185
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;H;H;Avant 6h;213
ETRECHY;87545145;JOB;2025-06-02;2025;C;C;Après 20h;13
GARGES-SARCELLES;87276196;JOB;2024-05-03;2024;D;D;Avant 6h;1235
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;K;K;De 6h à 10h;621
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;Après 20h;31
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;Après 20h;58
PARIS-MONTPARNASSE;87391003;JOB;2024-01-16;2024;N;N;De 16h à 20h;18149
DRANCY;87271403;SAM;2019-03-16;2019;B;B;De 16h à 20h;1858
PIERRELAYE;87276097;JOB;2024-01-16;2024;H;H;Avant 6h;57
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;J;J6;Après 20h;7254
ETRECHY;87545145;DIM;2025-09-02;2025;C;C;De 10h à 16h;178
PIERRELAYE;87276097;JOB;2025-11-02;2025;C;C;De 10h à 16h;300
PARIS-SAINT-LAZARE;87384008;SAM;2021-04-12;2021;J;J5;Avant 6h;0
ECOUEN-EZANVILLE;87276394;JOB;2024-01-16;2024;H;H;De 10h à 16h;665
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;De 6h à 10h;2184
PIERRELAYE;87276097;SAM;2024-01-20;2024;H;H;De 10h à 16h;376
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L3;Après 20h;3598
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;De 6h à 10h;1482
ANDRESY;87381491;JOB;2024-01-16;2024;J;J6;De 6h à 10h;625
PLAISIR-GRIGNON;87393421;SAM;2024-01-20;2024;N;N;De 6h à 10h;829
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;Après 20h;4
EVRY-VAL-DE-SEINE;87681361;DIM;2024-03-03;2024;D;D;Avant 6h;9
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;119
POISSY;87386573;JOB;2025-01-04;2025;J;J5;Après 20h;484
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;De 16h à 20h;77
FOURQUEUX-BEL-AIR;87733675;JOB;2023-10-19;2023;T13;T13;Après 20h;38
ARGENTEUIL;87381848;SAM;2024-01-20;2024;J;J6;Après 20h;1284
POISSY;87386573;JOB;2025-01-04;2025;J;J5;De 6h à 10h;3706
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;De 10h à 16h;3774
FAREMOUTIERS-POMMEUSE;87116277;DIM;2023-11-19;2023;P;P;Après 20h;10
ARPAJON;87545467;DIM;2025-09-02;2025;C;C;Avant 6h;13
POISSY;87386573;SAM;2022-11-19;2022;A;A;Avant 6h;93
PIERRELAYE;87276097;SAM;2025-08-02;2025;C;C;Après 20h;31
ACHERES-VILLE;87381657;JOB;2024-01-16;2024;L;L3;De 10h à 16h;130
ATHIS-MONS;87545251;JOB;2025-04-02;2025;C;C;Avant 6h;80
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;DIM;2025-09-02;2025;C;C;De 6h à 10h;67
PLAISIR-GRIGNON;87393421;DIM;2024-01-21;2024;N;N;Après 20h;243
GARCHES-MARNES-LA-COQUETTE;87382259;DIM;2024-01-21;2024;L;L2;De 6h à 10h;149
ANDRESY;87381491;DIM;2024-01-21;2024;J;J6;De 16h à 20h;110
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;SAM;2025-08-02;2025;C;C;De 6h à 10h;40
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;SAM;2025-08-02;2025;C;C;Après 20h;85
EPINAY-VILLETANEUSE;87271122;SAM;2024-01-20;2024;H;H;De 10h à 16h;4841
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2025-01-04;2025;J;J5;De 6h à 10h;1322
PONT-PETIT;87276154;JOB;2024-01-16;2024;H;H;De 10h à 16h;148
PONT-PETIT;87276154;DIM;2024-01-21;2024;H;H;Après 20h;2
GARGENVILLE;87381566;DIM;2024-01-21;2024;J;J6;Avant 6h;5
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;1713
PONTOISE;87276139;DIM;2024-01-21;2024;J;J6;Après 20h;211
PONT-PETIT;87276154;SAM;2024-01-20;2024;H;H;De 6h à 10h;19
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;Avant 6h;1
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;Avant 6h;51
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;109
PONTOISE;87276139;SAM;2024-01-20;2024;J;J6;Avant 6h;48
ERAGNY-NEUVILLE;87381418;DIM;2024-01-21;2024;J;J6;De 16h à 20h;193
AUVERS-SUR-OISE;87276543;SAM;2024-01-20;2024;H;H;Après 20h;10
PROVINS;87116160;DIM;2023-11-19;2023;P;P;De 10h à 16h;388
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;Avant 6h;8
GARCHES-MARNES-LA-COQUETTE;87382259;JOB;2024-01-16;2024;L;L2;Avant 6h;22
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;44
LA-CELLE-SAINT-CLOUD;87382432;JOB;2024-01-16;2024;L;L2;De 6h à 10h;1714
PROVINS;87116160;SAM;2023-11-18;2023;P;P;De 10h à 16h;360
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 10h à 16h;5859
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L2;Après 20h;470
ROSA-PARKS;87654798;SAM;2022-03-19;2022;E;E;De 16h à 20h;3665
PUTEAUX;87382382;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1548
GROS-NOYER-SAINT-PRIX;87276592;DIM;2024-01-21;2024;H;H;De 10h à 16h;528
BELLEVUE;87393116;JOB;2024-01-16;2024;N;N;Après 20h;134
ROSNY-SUR-SEINE;87415885;JOB;2025-01-04;2025;J;J5;Après 20h;4
RAMBOUILLET;87393314;JOB;2024-01-16;2024;N;N;De 16h à 20h;1140
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;Avant 6h;164
BEYNES;87393363;SAM;2024-01-20;2024;N;N;Après 20h;11
